,ID,year,month,location,no2,o3,co,so2,pm10,pm2.5,address,Y,pop_men<10s,pop_men10s,pop_men20s,pop_men30s,pop_men40s,pop_men50s,pop_men60s,pop_men>70s,pop_women<10s,pop_women10s,pop_women20s,pop_women30s,pop_women40s,pop_women50s,pop_women60s,pop_women>70s,x,y,height,road,tree,building,river,a_d_classification,car_sedan,car_van,car_twowheels,car_special,car_truck,gu
964,965,2020,11,관악산,0.011666667,0.035259259,0.274074074,0.001703704,31.7037037,16.76923077,과천시 자하동길 64 (관악산 중계소),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44112664,126.9644471,588,0,1,0,0,31110,0,0,0,0,0,관악구
965,966,2020,11,광진구,0.0201,0.010333333,0.633333333,0.002633333,37.66666667,23.93333333,서울 광진구 광나루로 571 구의 아리수정수센터,2,772.6712316,417.1272493,820.019652,1017.73869,963.3503027,892.0307469,716.200594,973.1936827,786.3236262,433.6410789,1055.339801,1102.195762,963.4432798,939.2167927,879.4105156,1477.991864,37.54594731,127.0929507,40,0,1,1,0,11050,83471,3139,18670,288,12255,광진구
966,967,2020,11,구로구,0.027366667,0.015933333,0.433333333,0.0035,43.86666667,24.60714286,서울 구로구 가마산로 27길 45 구로고등학교,2,924.3996869,409.9106184,642.5715451,1138.043585,1157.161719,933.8442431,794.0219062,1094.151073,945.6398998,411.5366004,814.6606569,1083.36956,972.1330982,906.6984211,940.5867924,1609.770189,37.49884008,126.8903092,10,0,0,1,0,11170,122151,5780,15951,418,17221,구로구
967,968,2020,11,금천구,0.032633333,0.015357143,0.573333333,0.003655172,43.64285714,26.78571429,서울 금천구 금하로21길 20 시흥5동 주민센터,2,579.656033,280.583697,485.6416083,821.2650633,753.9921657,709.7804367,648.9081063,861.2370897,603.0440673,297.8467997,571.3020723,766.3585983,670.2209813,737.0463463,721.299922,1276.462656,37.45233457,126.9080537,25,0,0,1,0,11180,71145,3915,11891,182,13146,금천구
968,969,2020,11,남산,0.026115385,0.022115385,0.480769231,0.002913043,36.46153846,24.44444444,서울 용산구 남산공원길 103 (서울타워 별관 2층),2,461.315226,228.0466823,496.7913006,720.2383979,729.7375671,597.3816156,443.8282163,618.7120779,458.7901038,226.3203556,590.1611635,779.9946327,669.4799969,549.468406,521.138821,1045.19223,37.5511821,126.9876498,260,0,1,0,0,11030,69743,2305,16648,124,6726,용산구
969,970,2020,11,노원구,0.028833333,0.015,0.546666667,0.003333333,41.6,26.23333333,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),2,1105.356093,737.9848696,987.3442118,810.0844009,994.9932161,1074.340009,877.6570156,1293.404063,1041.654092,676.8218237,1093.27794,908.8784537,1107.844226,1204.702423,1116.428588,2264.514916,37.65748313,127.0678641,30,0,0,1,0,11110,134226,5136,15166,373,12983,노원구
970,971,2020,11,도봉구,0.022933333,0.0186,0.433333333,0.003066667,35.4,22.86666667,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,2,724.2064083,400.2943731,642.2280631,612.4337957,725.3617079,726.4295998,723.1245245,1138.052616,665.1857993,367.7848519,705.8172924,667.8981974,709.393939,850.8030014,891.0555202,1770.771268,37.6542176,127.0290801,67,0,1,0,0,11100,81624,3462,15016,270,10728,도봉구
971,972,2020,11,도산대로,0.035666667,0.010066667,0.87,0.0041,49.2,26.43333333,서울 강남구 도산대로 104 신사역2번출구 앞,2,1058.297772,689.4885191,801.4247902,1163.108934,1384.2151,1140.315319,692.6005517,1039.089405,979.1281706,624.6740195,1012.733816,1251.464822,1378.015178,986.5680402,871.7095973,1576.851703,37.51607746,127.0203412,24,1,0,1,0,11230,214563,5456,18092,421,15772,강남구
972,973,2020,11,동대문구,0.033533333,0.0154,0.59,0.003166667,38,24.48275862,서울 동대문구 천호대로13길 43 용두초등학교,2,769.0047895,387.9162769,1028.839316,830.4313045,923.1757138,814.117694,717.0863848,1153.400167,716.4564476,362.6509095,1375.319673,851.795949,834.8668757,838.9623805,840.8733962,1866.507494,37.57640498,127.028382,18,1,0,1,0,11060,81962,3468,24027,205,12574,동대문구
973,974,2020,11,동작구,0.032033333,0.016266667,0.483333333,0.003233333,43.36666667,24,서울 동작구 사당로16아길 6 사당4동 주민센터,2,892.808126,424.0927264,905.219078,1077.81199,987.9247138,831.0174311,709.5475767,1137.579653,851.6507436,391.3430587,1161.838526,1077.164252,973.3011207,915.2868789,933.2511847,1803.822122,37.48097575,126.9716337,26,0,0,1,0,11200,93808,3011,15377,368,8520,동작구
974,975,2020,11,마포구,0.037066667,0.012733333,0.576666667,0.003366667,38.2,24.06666667,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,2,878.4500277,494.1483375,966.0169065,1106.892219,1150.692671,892.5316338,619.4289719,904.6148338,824.1009679,467.7295446,1413.341462,1305.83322,1187.087055,887.8930794,765.6576994,1534.789222,37.55558837,126.9055913,8,0,0,1,0,11140,103308,3761,17606,313,11920,마포구
975,976,2020,11,마포아트센터,0.034357143,0.017555556,0.721428571,0.00375,45.03571429,24.39285714,서울 마포구 대흥로20길 28 (마포아트센터),2,878.4500277,494.1483375,966.0169065,1106.892219,1150.692671,892.5316338,619.4289719,904.6148338,824.1009679,467.7295446,1413.341462,1305.83322,1187.087055,887.8930794,765.6576994,1534.789222,37.54990609,126.9455338,17,1,0,1,0,11140,103308,3761,17606,313,11920,마포구
976,977,2020,11,북한산,0.0131,0.0251,0.44,0.002,33.62068966,22.73333333,서울 강북구 삼양로 181길 387 (우이령 전경대 위),2,743.2797115,408.3783344,709.3714823,741.9826254,843.0203164,867.4840321,763.3350895,1401.765568,698.7159569,384.2819131,965.7334851,722.9662972,833.5254151,985.9153103,978.97783,2288.783346,37.67901408,127.002294,114,0,1,0,0,11090,63214,3548,22294,177,8949,강북구
977,978,2020,11,서대문구,0.025933333,0.016666667,0.756666667,0.004166667,35.6,21.56666667,서울 서대문구 세검정로4길 32 (홍제3동 주민센터),2,851.34636,403.2083198,907.536635,917.0494779,968.1424138,863.3401121,697.3274902,1052.383986,857.0157645,415.62288,1427.736248,1048.366508,954.644286,906.6349829,858.9929045,1736.828865,37.59376657,126.9496911,44,0,0,1,0,11130,77770,3093,15203,293,8222,서대문구
978,979,2020,11,서울숲,0.028965517,0.013965517,0.572413793,0.002863636,32.78571429,19.57142857,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),2,662.4951551,280.423948,824.2658208,833.2320892,793.3024386,663.1029698,546.6842275,746.6819282,619.5057667,269.6428714,1037.866462,894.4913988,739.4372002,656.1005943,648.9797714,1208.731259,37.54307015,127.0417991,12,0,1,0,0,11040,91135,3486,20013,215,10567,성동구
979,980,2020,11,서초구,0.0354,0.015,0.51,0.003166667,45.13333333,25.6,서울 서초구 신반포로15길 16 반포 2동 주민센터,2,1025.963683,571.8254493,740.0615152,960.0266848,1235.815301,1025.161701,694.1179965,1035.680613,1039.38382,591.4434691,840.764277,1049.543165,1272.500991,954.9730011,836.0957933,1584.656037,37.50458542,126.9944717,10,0,0,1,0,11220,159421,4593,12514,374,16443,서초구
980,981,2020,11,성동구,0.036633333,0.014766667,0.526666667,0.003566667,38.1,24.53333333,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,2,662.4951551,280.423948,824.2658208,833.2320892,793.3024386,663.1029698,546.6842275,746.6819282,619.5057667,269.6428714,1037.866462,894.4913988,739.4372002,656.1005943,648.9797714,1208.731259,37.54203238,127.0496885,11,0,0,1,0,11040,91135,3486,20013,215,10567,성동구
981,982,2020,11,성북구,0.031666667,0.012033333,0.696,0.0028,44.45833333,20.76666667,서울 성북구 삼양로2길 70 길음2동 주민센터,2,841.8610312,467.724115,818.2432037,671.404353,772.9594055,759.3438105,613.8810527,1009.753807,820.3779162,448.825642,1122.276489,752.0892577,835.0305395,819.1784137,762.4519027,1693.455142,37.60681328,127.0272803,34,1,0,1,0,11080,104593,4793,26548,194,10886,성북구
982,983,2020,11,세곡,0.035862069,0.013,0.551724138,0.003068966,45.79310345,24.5862069,서울 강남구 밤고개로 337 (세곡사거리),2,1058.297772,689.4885191,801.4247902,1163.108934,1384.2151,1140.315319,692.6005517,1039.089405,979.1281706,624.6740195,1012.733816,1251.464822,1378.015178,986.5680402,871.7095973,1576.851703,37.46408289,127.1090843,23,1,0,0,0,11230,214563,5456,18092,421,15772,강남구
983,984,2020,11,송파구,0.034566667,0.014233333,0.6,0.0037,39.1,23.66666667,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),2,1186.376832,618.5713365,700.4236964,1066.561612,1201.059319,974.5687563,798.028531,1044.390013,1150.154791,608.7102665,856.1774659,1198.241755,1211.653256,1032.234023,1023.674422,1575.231812,37.50272901,127.0925211,14,1,0,1,0,11240,207795,6538,20934,509,31008,송파구
984,985,2020,11,시흥대로,0.041666667,0.011233333,0.63,0.004366667,51.66666667,27,서울 금천구 독산동 996-9 한양수자인아파트 앞,2,579.656033,280.583697,485.6416083,821.2650633,753.9921657,709.7804367,648.9081063,861.2370897,603.0440673,297.8467997,571.3020723,766.3585983,670.2209813,737.0463463,721.299922,1276.462656,37.47496364,126.8986765,26,1,0,1,0,11180,71145,3915,11891,182,13146,금천구
985,986,2020,11,신촌로,0.043433333,0.009766667,0.74,0.0036,47.9,27.83333333,서울 마포구 노고산동 57-62 (신촌역 7번 출구),2,878.4500277,494.1483375,966.0169065,1106.892219,1150.692671,892.5316338,619.4289719,904.6148338,824.1009679,467.7295446,1413.341462,1305.83322,1187.087055,887.8930794,765.6576994,1534.789222,37.55517177,126.9361424,18,1,0,1,0,11140,103308,3761,17606,313,11920,마포구
986,987,2020,11,양천구,0.034566667,0.0135,0.634615385,0.003833333,47,26.93333333,서울 양천구 중앙로52길 56 신정4동 문화센터,2,948.6810206,638.1917546,543.748483,678.169587,881.5840111,815.8347963,637.1515441,869.2434935,890.0088617,588.8900204,641.2511035,773.1364663,960.929992,867.0931569,793.062202,1382.529551,37.52597518,126.8566021,13,0,0,1,0,11150,131256,4808,20708,613,14992,양천구
987,988,2020,11,영등포구,0.0312,0.013066667,0.586666667,0.0036,40.79310345,25.53333333,서울 영등포구 당산로 123 영등포구청 (당산동3가),2,722.5947533,325.3017141,656.603687,1225.7081,1021.811198,834.5802698,657.5764083,949.4342863,706.6854306,300.0253315,833.5928543,1157.45006,893.5733811,788.2188791,765.5322083,1369.704046,37.52596316,126.8963671,8,1,1,1,0,11190,119927,4845,16824,1222,19659,영등포구
988,989,2020,11,영등포로,0.036366667,0.010166667,0.68,0.0037,46.36666667,24.83333333,서울 영등포구 영중로 37 (영등포시장사거리),2,722.5947533,325.3017141,656.603687,1225.7081,1021.811198,834.5802698,657.5764083,949.4342863,706.6854306,300.0253315,833.5928543,1157.45006,893.5733811,788.2188791,765.5322083,1369.704046,37.51948008,126.9047117,9,1,0,1,0,11190,119927,4845,16824,1222,19659,영등포구
989,990,2020,11,올림픽공원,0.027827586,0.014724138,0.704,0.00237931,37,23.4137931,서울 송파구 올림픽로 424 (서울역사편찬원),2,1186.376832,618.5713365,700.4236964,1066.561612,1201.059319,974.5687563,798.028531,1044.390013,1150.154791,608.7102665,856.1774659,1198.241755,1211.653256,1032.234023,1023.674422,1575.231812,37.5203397,127.1155179,17,1,0,1,0,11240,207795,6538,20934,509,31008,송파구
990,991,2020,11,용산구,0.027666667,0.011066667,0.523333333,0.0037,47.03333333,22.36666667,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,2,461.315226,228.0466823,496.7913006,720.2383979,729.7375671,597.3816156,443.8282163,618.7120779,458.7901038,226.3203556,590.1611635,779.9946327,669.4799969,549.468406,521.138821,1045.19223,37.53485709,127.0002687,49,0,0,1,0,11030,69743,2305,16648,124,6726,용산구
991,992,2020,11,은평구,0.022066667,0.020533333,0.65,0.0037,37.9,22.2,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),2,1097.206362,605.7538019,764.9052781,936.7174002,1119.073452,986.0190662,847.9956817,1312.366859,943.6398075,524.3227283,925.4100592,1087.544945,1164.086016,1115.419928,1083.439975,2256.051318,37.60987179,126.9343249,33,1,1,0,0,11120,114446,4772,21302,316,12812,은평구
992,993,2020,11,종로,0.0281,0.014766667,0.553333333,0.003333333,44.73333333,25.5,서울 종로구 종로 169 (종묘주차장 앞),2,275.4271494,160.2769533,504.4449206,451.0259573,463.3752661,474.30918,387.9014294,559.4994743,258.0545259,154.1690249,586.085911,426.5364176,420.856411,437.6221443,406.1738073,867.5238445,37.57091931,126.9965554,21,1,1,1,0,11010,41160,3738,13224,190,5164,종로구
993,994,2020,11,종로구,0.0316,0.0169,0.6,0.0038,44,24.43333333,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2,275.4271494,160.2769533,504.4449206,451.0259573,463.3752661,474.30918,387.9014294,559.4994743,258.0545259,154.1690249,586.085911,426.5364176,420.856411,437.6221443,406.1738073,867.5238445,37.57206117,127.0050313,20,0,0,1,0,11010,41160,3738,13224,190,5164,종로구
994,995,2020,11,중구,0.0302,0.015366667,0.536666667,0.002966667,49.43333333,26.36666667,서울 중구 덕수궁길 15 시청서소문별관 3동,2,256.4138362,113.0768584,412.1601696,588.3158447,563.5027909,459.2107018,366.4598627,509.4604516,244.9031098,105.6361469,526.0436327,585.5522291,478.8276004,415.428886,416.3132102,756.1170944,37.56455419,126.9756136,31,1,0,1,0,11020,40823,3196,14472,227,6868,중구
995,996,2020,11,중랑구,0.0303,0.0149,0.533333333,0.003366667,40.36666667,22.16666667,서울 중랑구 용마산로 369 건강가정지원센터,2,801.8686417,392.1236594,636.6904594,827.8997321,864.8790192,860.2391944,780.4442419,1138.516484,767.5275873,368.3223927,773.912845,904.7201179,833.4719025,960.6067027,944.5737706,1783.215732,37.58491272,127.0940363,37,1,0,1,0,11070,94120,4452,24683,471,15066,중랑구
996,997,2020,11,천호대로,0.040533333,0.010766667,0.683333333,0.0035,53.53333333,26.36666667,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),2,1064.210098,599.2501635,677.0575122,958.8801048,1126.628819,929.1630427,867.3220536,1189.793395,934.7827308,510.3496588,786.5328147,1044.424495,1120.43546,1045.018668,1109.615583,1790.583268,37.53415608,127.1393358,20,1,0,1,0,11250,129390,4473,17119,346,15340,강동구
997,998,2020,11,청계천로,0.032833333,0.012533333,0.733333333,0.004466667,47.9,33.63333333,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),2,256.4138362,113.0768584,412.1601696,588.3158447,563.5027909,459.2107018,366.4598627,509.4604516,244.9031098,105.6361469,526.0436327,585.5522291,478.8276004,415.428886,416.3132102,756.1170944,37.56863811,126.9981855,19,1,0,1,0,11020,40823,3196,14472,227,6868,중구
998,999,2020,11,한강대로,0.033933333,0.0134,0.66,0.003633333,51.06666667,21.96666667,서울 용산구 한강대로 405 (서울역 앞),2,461.315226,228.0466823,496.7913006,720.2383979,729.7375671,597.3816156,443.8282163,618.7120779,458.7901038,226.3203556,590.1611635,779.9946327,669.4799969,549.468406,521.138821,1045.19223,37.5548376,126.9717326,26,1,0,1,0,11030,69743,2305,16648,124,6726,용산구
999,1000,2020,11,행주,0.028586207,0.01937931,0.575862069,0.001655172,36.61111111,24.22222222,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),2,"1,174","1,273","1,624","2,141","2,674","2,691","2,136","1,364","1,166","1,177","1,344","1,697","2,073","2,231","2,013","1,805",37.60908701,126.7863203,19,0,1,0,1,31230,0,0,0,0,0,고촌읍
1000,1001,2020,11,홍릉로,0.040833333,0.0109,0.643333333,0.003766667,40.83333333,24.3,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),2,769.0047895,387.9162769,1028.839316,830.4313045,923.1757138,814.117694,717.0863848,1153.400167,716.4564476,362.6509095,1375.319673,851.795949,834.8668757,838.9623805,840.8733962,1866.507494,37.58045291,127.0443683,14,0,0,1,0,11060,81962,3468,24027,205,12574,동대문구
1001,1002,2020,12,강남구,0.031096774,0.014451613,0.590322581,0.003709677,36.74193548,27.83870968,서울 강남구 학동로 426 강남구청 별관 1동,2,1066.389284,686.6989836,738.7142,1099.374885,1329.396997,1115.035375,683.3177304,1027.596069,976.9822265,620.0941122,957.7841265,1191.067816,1356.946414,976.7510908,862.2980806,1557.057169,37.51796816,127.0470598,29,1,0,1,0,11230,214610,5432,18230,422,15752,강남구
1002,1003,2020,12,강남대로,0.035451613,0.010551724,0.893548387,0.005322581,45.74193548,26.93548387,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),2,1029.818011,576.3096172,677.3193694,912.9553025,1218.42382,1019.087466,693.2980029,1036.242614,1040.537759,589.8357249,785.5054701,1014.060323,1262.205738,945.337272,841.5532093,1578.00437,37.48182784,127.0359572,28,1,1,1,0,11220,159763,4565,12518,375,16350,서초구
1003,1004,2020,12,강동구,0.03283871,0.013290323,0.577419355,0.003,46.4516129,31.64516129,서울 강동구 구천면로 42길 59 천호1동 주민센터,2,1055.729341,593.001011,666.6686022,963.4918345,1134.017708,935.7301759,873.876821,1192.336409,929.4007214,507.9819065,792.1956912,1051.21259,1128.057531,1053.184166,1114.293617,1786.098332,37.54500381,127.1368198,27,0,0,1,0,11250,129754,4468,17170,357,15287,강동구
1004,1005,2020,12,강변북로,0.033741935,0.012612903,0.748387097,0.003483871,43.03225806,30.03225806,서울 성동구 강변북로 257 한강사업본부 옆,2,664.3285945,280.047481,744.2734065,821.5011478,793.217538,663.0657594,541.3301537,751.2129548,623.8322677,270.9437171,966.4051032,887.6544954,743.8144615,653.3212516,647.3244027,1209.301105,37.53896166,127.0416039,16,1,1,1,1,11040,91881,3467,20008,217,10591,성동구
1005,1006,2020,12,강북구,0.02416129,0.015935484,0.570967742,0.003806452,45.90322581,26.61290323,서울 강북구 삼양로 139길 49 우이동 주민센터,2,748.4411251,410.8171449,685.6821015,744.4730273,845.2408273,871.0358509,767.0112325,1402.931145,701.1939931,385.7350605,940.8555648,721.2457166,832.0719382,983.8986893,980.9750881,2283.315819,37.64793425,127.0118697,43,0,1,1,0,11090,63095,3504,22302,175,8905,강북구
1006,1007,2020,12,강서구,0.03316129,0.015290323,0.393548387,0.004612903,45.09677419,25.80645161,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,2,1097.738605,500.5626765,652.1688298,1197.964268,1152.355818,869.3403626,793.4508839,1187.169498,977.3177363,436.0489642,873.3458173,1259.613609,1093.242625,920.0787834,1004.827447,1805.210635,37.54466973,126.8351791,20,0,0,1,0,11160,176630,7048,19170,494,20882,강서구
1007,1008,2020,12,공항대로,0.039193548,0.012387097,0.658064516,0.003806452,48.16666667,26.06666667,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,2,1097.738605,500.5626765,652.1688298,1197.964268,1152.355818,869.3403626,793.4508839,1187.169498,977.3177363,436.0489642,873.3458173,1259.613609,1093.242625,920.0787834,1004.827447,1805.210635,37.55964945,126.8287913,9,1,0,1,0,11160,176630,7048,19170,494,20882,강서구
1008,1009,2020,12,관악구,0.037774194,0.0125,0.635483871,0.003612903,35.5483871,22.32258065,서울 관악구 신림동길 14 신림동 주민센터,2,602.7648104,298.8865599,982.5846,1362.725703,936.0996439,750.7770263,596.5300284,1025.293655,585.8375238,284.8796402,1292.626576,1153.549142,820.6163356,741.5014869,754.5136968,1451.60444,37.487396,126.9271139,20,0,0,1,0,11210,102838,4262,25142,295,11998,관악구
1009,1010,2020,12,관악산,0.011483871,0.033806452,0.290322581,0.002967742,33.70967742,18.58064516,과천시 자하동길 64 (관악산 중계소),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44112664,126.9644471,588,0,1,0,0,31110,0,0,0,0,0,관악구
1010,1011,2020,12,구로구,0.030935484,0.015451613,0.461290323,0.004290323,44.03225806,26.37931034,서울 구로구 가마산로 27길 45 구로고등학교,2,923.6986959,408.6936437,642.1734473,1135.538174,1156.795612,939.9593385,800.9105712,1088.201019,935.436654,406.7540299,821.9805525,1083.946371,973.4609378,910.144443,941.4738351,1612.334546,37.49884008,126.8903092,10,0,0,1,0,11170,121848,5731,15898,421,17267,구로구
1011,1012,2020,12,금천구,0.034096774,0.014419355,0.609677419,0.003709677,43.12903226,27.64516129,서울 금천구 금하로21길 20 시흥5동 주민센터,2,576.3621474,276.8844755,493.1853135,831.0529132,773.7348755,724.9551965,651.8034381,870.7170774,598.8387794,296.1745574,577.0584506,779.2093865,674.0198758,742.0505371,729.5409232,1279.71638,37.45233457,126.9080537,25,0,0,1,0,11180,71208,3874,11907,187,13126,금천구
1012,1013,2020,12,남산,0.024483871,0.019258065,0.766666667,0.003290323,35.20689655,25.875,서울 용산구 남산공원길 103 (서울타워 별관 2층),2,457.6643431,226.8417484,480.4059881,697.7023776,727.2690552,591.7567008,440.3255778,621.4088659,454.4891212,224.1964069,548.9868284,756.2605891,664.259197,556.0384696,526.0353077,1060.924782,37.5511821,126.9876498,260,0,1,0,0,11030,69884,2280,16769,124,6707,용산구
1013,1014,2020,12,노원구,0.030967742,0.016580645,0.658064516,0.003967742,44.61290323,31.29032258,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),2,1096.409578,734.2387377,970.1645937,812.3287491,1001.906042,1079.23752,883.7779319,1293.109757,1040.483928,674.5207542,1060.353587,915.0595438,1110.421938,1214.104269,1116.079985,2268.238485,37.65748313,127.0678641,30,0,0,1,0,11110,134343,5094,15139,378,12914,노원구
1014,1015,2020,12,도봉구,0.023096774,0.018741935,0.487096774,0.002580645,39.06666667,27.93548387,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,2,739.3541233,407.8506035,640.590938,620.0826461,742.5560684,740.5061145,740.5688447,1155.83502,669.79997,370.2520175,716.7821781,673.75265,724.3039115,861.7094629,903.559276,1802.863885,37.6542176,127.0290801,67,0,1,0,0,11100,81407,3444,14997,274,10714,도봉구
1015,1016,2020,12,도산대로,0.037290323,0.010677419,0.925806452,0.004387097,47.25806452,27.93548387,서울 강남구 도산대로 104 신사역2번출구 앞,2,1066.389284,686.6989836,738.7142,1099.374885,1329.396997,1115.035375,683.3177304,1027.596069,976.9822265,620.0941122,957.7841265,1191.067816,1356.946414,976.7510908,862.2980806,1557.057169,37.51607746,127.0203412,24,1,0,1,0,11230,214610,5432,18230,422,15752,강남구
1016,1017,2020,12,동대문구,0.032064516,0.015064516,0.641935484,0.003516129,38.22580645,29.25806452,서울 동대문구 천호대로13길 43 용두초등학교,2,765.4417482,385.0646147,991.0003094,833.7852876,925.4734385,819.395923,716.8158376,1152.422413,718.2433896,363.0331878,1328.613404,856.7214525,832.7277426,842.1494673,847.2794558,1859.178189,37.57640498,127.028382,18,1,0,1,0,11060,81843,3437,23995,203,12547,동대문구
1017,1018,2020,12,동작구,0.033709677,0.014645161,0.541935484,0.002967742,44.29032258,27.70967742,서울 동작구 사당로16아길 6 사당4동 주민센터,2,875.5875712,416.2171361,879.0095761,1077.388999,995.1565929,831.4476673,710.4641243,1134.856752,846.4469394,389.8250931,1138.043016,1074.587723,970.5604355,914.1189772,936.6257432,1796.225745,37.48097575,126.9716337,26,0,0,1,0,11200,93727,3004,15334,360,8497,동작구
1018,1019,2020,12,동작대로,0.043806452,0.009387097,0.612903226,0.003483871,44.75862069,23.86206897,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,2,875.5875712,416.2171361,879.0095761,1077.388999,995.1565929,831.4476673,710.4641243,1134.856752,846.4469394,389.8250931,1138.043016,1074.587723,970.5604355,914.1189772,936.6257432,1796.225745,37.48945977,126.9824745,12,1,0,1,0,11200,93727,3004,15334,360,8497,동작구
1019,1020,2020,12,마포구,0.038354839,0.011290323,0.638709677,0.003516129,36.22580645,25.90322581,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,2,875.03152,491.1718198,834.3434548,1050.510953,1121.309183,878.0442607,607.6445875,893.8066048,815.0010544,460.9305175,1275.773793,1265.977367,1170.600635,876.1878536,760.4534764,1526.207495,37.55558837,126.9055913,8,0,0,1,0,11140,103387,3758,17596,312,11932,마포구
1020,1021,2020,12,마포아트센터,0.035322581,0.017290323,0.793548387,0.004580645,41.83870968,25.41935484,서울 마포구 대흥로20길 28 (마포아트센터),2,875.03152,491.1718198,834.3434548,1050.510953,1121.309183,878.0442607,607.6445875,893.8066048,815.0010544,460.9305175,1275.773793,1265.977367,1170.600635,876.1878536,760.4534764,1526.207495,37.54990609,126.9455338,17,1,0,1,0,11140,103387,3758,17596,312,11932,마포구
1021,1022,2020,12,서대문구,0.029451613,0.015193548,0.738709677,0.005580645,34.61290323,22.96774194,서울 서대문구 세검정로4길 32 (홍제3동 주민센터),2,841.6724051,397.1372954,863.7358465,919.557821,989.0982177,878.5283735,703.2628576,1058.183059,874.8701237,424.5516652,1363.725104,1053.723226,965.1344382,919.3313611,864.0652606,1737.154123,37.59376657,126.9496911,44,0,0,1,0,11130,77943,3069,15132,293,8191,서대문구
1022,1023,2020,12,서울숲,0.031933333,0.015870968,0.564,0.003451613,46.41935484,27.51612903,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),2,664.3285945,280.047481,744.2734065,821.5011478,793.217538,663.0657594,541.3301537,751.2129548,623.8322677,270.9437171,966.4051032,887.6544954,743.8144615,653.3212516,647.3244027,1209.301105,37.54307015,127.0417991,12,0,1,0,0,11040,91881,3467,20008,217,10591,성동구
1023,1024,2020,12,서초구,0.033903226,0.014709677,0.474193548,0.003774194,42.96774194,26.61290323,서울 서초구 신반포로15길 16 반포 2동 주민센터,2,1029.818011,576.3096172,677.3193694,912.9553025,1218.42382,1019.087466,693.2980029,1036.242614,1040.537759,589.8357249,785.5054701,1014.060323,1262.205738,945.337272,841.5532093,1578.00437,37.50458542,126.9944717,10,0,0,1,0,11220,159763,4565,12518,375,16350,서초구
1024,1025,2020,12,성동구,0.038193548,0.016451613,0.590322581,0.003709677,37.41935484,25.87096774,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,2,664.3285945,280.047481,744.2734065,821.5011478,793.217538,663.0657594,541.3301537,751.2129548,623.8322677,270.9437171,966.4051032,887.6544954,743.8144615,653.3212516,647.3244027,1209.301105,37.54203238,127.0496885,11,0,0,1,0,11040,91881,3467,20008,217,10591,성동구
1025,1026,2020,12,성북구,0.034096774,0.012645161,0.773076923,0.003387097,43.83870968,24.35483871,서울 성북구 삼양로2길 70 길음2동 주민센터,2,839.6812985,467.5139748,797.9464361,672.7182705,788.9422782,770.5262579,617.998485,1022.758725,821.7026942,449.3543277,1083.773565,751.3859066,837.7080494,826.1858953,767.5230319,1713.580846,37.60681328,127.0272803,34,1,0,1,0,11080,104500,4760,26527,195,10814,성북구
1026,1027,2020,12,세곡,0.033548387,0.013387097,0.687096774,0.006612903,46.03225806,28.41935484,서울 강남구 밤고개로 337 (세곡사거리),2,1066.389284,686.6989836,738.7142,1099.374885,1329.396997,1115.035375,683.3177304,1027.596069,976.9822265,620.0941122,957.7841265,1191.067816,1356.946414,976.7510908,862.2980806,1557.057169,37.46408289,127.1090843,23,1,0,0,0,11230,214610,5432,18230,422,15752,강남구
1027,1028,2020,12,송파구,0.035548387,0.014032258,0.619354839,0.003967742,38.12903226,26.29032258,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),2,1189.600449,620.8755701,691.8496857,1068.619123,1208.434743,974.5467679,801.2662502,1052.730128,1144.946747,604.4098805,849.1773594,1193.172075,1218.200109,1036.582273,1025.700405,1576.961504,37.50272901,127.0925211,14,1,0,1,0,11240,207911,6512,20813,510,30900,송파구
