,ID,year,month,location,no2,o3,co,so2,pm10,pm2.5,address,Y,pop_men<10s,pop_men10s,pop_men20s,pop_men30s,pop_men40s,pop_men50s,pop_men60s,pop_men>70s,pop_women<10s,pop_women10s,pop_women20s,pop_women30s,pop_women40s,pop_women50s,pop_women60s,pop_women>70s,x,y,height,road,tree,building,river,car_sedan,car_van,car_twowheels,car_special,car_truck,gu,tax,rain_count,total_rain
843,844,2020,8,금천구,0.013483871,0.017096774,0.27,0.002709677,24.70967742,16,서울 금천구 금하로21길 20 시흥5동 주민센터,2,564.58 ,272.61 ,492.65 ,832.30 ,750.15 ,702.01 ,648.07 ,857.18 ,596.31 ,295.31 ,595.53 ,762.70 ,655.50 ,739.13 ,728.57 ,1285.49 ,37.45233457,126.9080537,25,0,0,1,0,70958,3983,11774,176,13180,금천구,508376,36,1271
844,845,2020,8,남산,0.016193548,0.021678571,0.377419355,0.001580645,16.77419355,9.387096774,서울 용산구 남산공원길 103 (서울타워 별관 2층),1,461.41 ,228.01 ,509.54 ,719.35 ,712.36 ,589.10 ,442.01 ,633.68 ,472.99 ,231.49 ,598.89 ,778.45 ,660.09 ,540.25 ,525.66 ,1070.83 ,37.5511821,126.9876498,260,0,1,0,0,67984,2344,16475,119,6783,용산구,1065879,34,1191.5
845,846,2020,8,노원구,0.013806452,0.019387097,0.312903226,0.002322581,21.16129032,13.35483871,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),1,1091.01 ,726.94 ,959.45 ,818.24 ,986.92 ,1076.80 ,887.82 ,1290.63 ,1016.68 ,662.11 ,1073.33 ,896.23 ,1097.94 ,1199.00 ,1125.50 ,2289.80 ,37.65748313,127.0678641,30,0,0,1,0,134045,5265,15054,367,13118,노원구,459240,39,1741
846,847,2020,8,도봉구,0.009258065,0.01883871,0.209677419,0.002032258,18.80645161,10.4516129,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,1,708.32 ,392.27 ,649.21 ,628.31 ,718.68 ,734.64 ,739.54 ,1150.24 ,651.80 ,362.25 ,725.77 ,676.68 ,712.86 ,857.96 ,913.70 ,1785.19 ,37.6542176,127.0290801,67,0,1,0,0,81662,3519,14905,263,10739,도봉구,286797,19,819
847,848,2020,8,동대문구,0.015193548,0.021,0.280645161,0.002137931,23,13.67741935,서울 동대문구 천호대로13길 43 용두초등학교,1,769.31 ,387.13 ,987.35 ,829.69 ,925.80 ,811.32 ,718.53 ,1170.53 ,710.20 ,359.55 ,1323.26 ,851.43 ,825.08 ,841.45 ,855.22 ,1899.27 ,37.57640498,127.028382,18,1,0,1,0,82013,3482,23879,198,12647,동대문구,481487,35,1533.5
848,849,2020,8,동작대로,0.032258065,0.018064516,0.390322581,0.002903226,21.96774194,8.161290323,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,2,868.38 ,411.16 ,900.82 ,1074.75 ,974.45 ,835.53 ,721.98 ,1147.65 ,845.35 ,385.82 ,1173.98 ,1083.27 ,961.31 ,912.83 ,947.06 ,1857.68 ,37.48945977,126.9824745,12,1,0,1,0,93913,3057,15398,377,8568,동작구,555482,34,1225.5
849,850,2020,8,마포아트센터,0.012806452,0.024064516,0.177419355,0.002548387,23.32258065,13.5483871,서울 마포구 대흥로20길 28 (마포아트센터),1,866.80 ,486.93 ,973.61 ,1106.54 ,1148.38 ,883.40 ,629.61 ,922.15 ,802.26 ,455.03 ,1449.66 ,1308.97 ,1180.74 ,901.25 ,772.30 ,1568.29 ,37.54990609,126.9455338,17,1,0,1,0,102946,3851,17484,300,11917,마포구,940644,26,685.5
850,851,2020,8,북한산,0.00883871,0.019483871,0.319354839,0.001741935,20.32258065,8.096774194,서울 강북구 삼양로 181길 387 (우이령 전경대 위),1,724.83 ,398.54 ,713.21 ,736.44 ,844.03 ,870.81 ,765.41 ,1423.29 ,687.49 ,378.51 ,982.19 ,726.01 ,835.36 ,987.69 ,982.11 ,2308.75 ,37.67901408,127.002294,114,0,1,0,0,63200,3626,22158,174,9006,강북구,279039,18,723.5
851,852,2020,8,서대문구,0.008666667,0.019903226,0.267741935,0.002387097,13.89285714,9.448275862,서울 서대문구 세검정로4길 32 (홍제3동 주민센터),1,835.94 ,398.33 ,904.82 ,906.98 ,943.89 ,846.30 ,682.43 ,1059.21 ,822.49 ,401.41 ,1372.42 ,1036.45 ,929.90 ,903.97 ,855.44 ,1760.56 ,37.59376657,126.9496911,44,0,0,1,0,77230,3152,14997,287,8262,서대문구,484284,19,612
852,853,2020,8,서울숲,0.008290323,0.014821429,0.312903226,0.003032258,22.03225806,11.90322581,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),1,662.48 ,280.74 ,807.31 ,828.75 ,784.72 ,664.48 ,549.12 ,742.21 ,606.21 ,264.89 ,1018.12 ,896.52 ,726.24 ,656.31 ,647.67 ,1228.26 ,37.54307015,127.0417991,12,0,1,0,0,90819,3621,20066,204,10638,성동구,793217,36,1240
853,854,2020,8,서초구,0.015645161,0.021032258,0.25483871,0.0025,21.09677419,10.96774194,서울 서초구 신반포로15길 16 반포 2동 주민센터,1,990.25 ,547.16 ,756.80 ,950.32 ,1194.71 ,1003.81 ,692.50 ,1053.88 ,1004.59 ,571.08 ,870.94 ,1057.93 ,1231.45 ,942.11 ,843.85 ,1601.28 ,37.50458542,126.9944717,10,0,0,1,0,159484,4655,12459,373,16616,서초구,2263294,40,1387.5
854,855,2020,8,성북구,0.018290323,0.017580645,0.403225806,0.002,21.87096774,12.70967742,서울 성북구 삼양로2길 70 길음2동 주민센터,1,814.82 ,454.69 ,802.30 ,674.14 ,768.18 ,749.97 ,623.02 ,1013.59 ,797.95 ,437.60 ,1081.93 ,751.60 ,825.79 ,807.66 ,768.17 ,1703.72 ,37.60681328,127.0272803,34,1,0,1,0,104195,4855,26640,192,10910,성북구,522469,38,1443
855,856,2020,8,세곡,0.022612903,0.012419355,0.341935484,0.002677419,21.67741935,11.96774194,서울 강남구 밤고개로 337 (세곡사거리),1,1024.14 ,667.49 ,838.68 ,1165.10 ,1367.57 ,1125.36 ,702.29 ,1054.09 ,973.47 ,619.23 ,1055.72 ,1258.96 ,1368.20 ,992.42 ,872.19 ,1599.81 ,37.46408289,127.1090843,23,1,0,0,0,213545,5580,17665,409,15775,강남구,3854409,57,2041
856,857,2020,8,시흥대로,0.027129032,0.015096774,0.467741935,0.003225806,29.06451613,17.74193548,서울 금천구 독산동 996-9 한양수자인아파트 앞,2,564.58 ,272.61 ,492.65 ,832.30 ,750.15 ,702.01 ,648.07 ,857.18 ,596.31 ,295.31 ,595.53 ,762.70 ,655.50 ,739.13 ,728.57 ,1285.49 ,37.47496364,126.8986765,26,1,0,1,0,70958,3983,11774,176,13180,금천구,508376,36,1271
857,858,2020,8,신촌로,0.026612903,0.013612903,0.429032258,0.002967742,26.67741935,17.29032258,서울 마포구 노고산동 57-62 (신촌역 7번 출구),2,866.80 ,486.93 ,973.61 ,1106.54 ,1148.38 ,883.40 ,629.61 ,922.15 ,802.26 ,455.03 ,1449.66 ,1308.97 ,1180.74 ,901.25 ,772.30 ,1568.29 ,37.55517177,126.9361424,18,1,0,1,0,102946,3851,17484,300,11917,마포구,940644,26,685.5
858,859,2020,8,양천구,0.013967742,0.018,0.248387097,0.003,25.64516129,16.67741935,서울 양천구 중앙로52길 56 신정4동 문화센터,2,928.28 ,622.34 ,585.46 ,678.99 ,898.06 ,820.06 ,646.84 ,874.65 ,865.59 ,570.27 ,674.64 ,777.42 ,945.59 ,864.47 ,811.13 ,1411.89 ,37.52597518,126.8566021,13,0,0,1,0,131058,4842,19959,608,15058,양천구,647109,35,1125.5
859,860,2020,8,영등포로,0.028903226,0.013,0.503225806,0.003,25.70967742,16.83870968,서울 영등포구 영중로 37 (영등포시장사거리),2,715.44 ,321.35 ,667.43 ,1212.50 ,999.12 ,834.33 ,680.64 ,951.41 ,715.61 ,303.97 ,877.98 ,1145.58 ,879.97 ,782.18 ,779.81 ,1384.65 ,37.51948008,126.9047117,9,1,0,1,0,118345,4917,16545,1240,19681,영등포구,1763015,34,1104.5
860,861,2020,8,올림픽공원,0.009967742,0.018354839,0.196774194,0.004096774,22.90322581,14.25806452,서울 송파구 올림픽로 424 (서울역사편찬원),1,1126.31 ,588.32 ,717.54 ,1068.51 ,1189.60 ,967.47 ,802.87 ,1035.11 ,1117.45 ,589.06 ,892.50 ,1202.04 ,1186.48 ,1027.16 ,1018.66 ,1535.76 ,37.5203397,127.1155179,17,1,0,1,0,207656,6598,21047,487,29495,송파구,1679802,37,1406.5
861,862,2020,8,용산구,0.011483871,0.016451613,0.290322581,0.002645161,24,14.96774194,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,1,461.41 ,228.01 ,509.54 ,719.35 ,712.36 ,589.10 ,442.01 ,633.68 ,472.99 ,231.49 ,598.89 ,778.45 ,660.09 ,540.25 ,525.66 ,1070.83 ,37.53485709,127.0002687,49,0,0,1,0,67984,2344,16475,119,6783,용산구,1065879,34,1191.5
862,863,2020,8,은평구,0.009774194,0.020129032,0.312903226,0.002354839,20.19354839,12.83870968,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),1,1057.97 ,584.34 ,787.78 ,940.59 ,1108.37 ,997.06 ,846.14 ,1326.45 ,937.47 ,521.34 ,972.11 ,1080.76 ,1150.03 ,1120.82 ,1089.12 ,2256.44 ,37.60987179,126.9343249,33,1,1,0,0,113931,4860,21108,302,12873,은평구,494541,55,2291.5
863,864,2020,8,자연사박물관,0.011258065,0.02532,0.209677419,0.005258065,22.70967742,14.77419355,서울 서대문구 연희로32길 51 (서대문자연사박물관),1,835.94 ,398.33 ,904.82 ,906.98 ,943.89 ,846.30 ,682.43 ,1059.21 ,822.49 ,401.41 ,1372.42 ,1036.45 ,929.90 ,903.97 ,855.44 ,1760.56 ,37.57675199,126.9378582,75,0,0,1,0,77230,3152,14997,287,8262,서대문구,484284,19,612
864,865,2020,8,정릉로,0.02,0.010892857,0.246428571,0.003928571,21.60714286,16.35714286,서울 성북구 돈암동 8-164번지,2,814.82 ,454.69 ,802.30 ,674.14 ,768.18 ,749.97 ,623.02 ,1013.59 ,797.95 ,437.60 ,1081.93 ,751.60 ,825.79 ,807.66 ,768.17 ,1703.72 ,37.60352172,127.0259508,34,1,0,1,0,104195,4855,26640,192,10910,성북구,522469,38,1443
865,866,2020,8,중구,0.017580645,0.019225806,0.35483871,0.002516129,22.4516129,17.5483871,서울 중구 덕수궁길 15 시청서소문별관 3동,2,267.10 ,118.13 ,410.28 ,570.17 ,530.37 ,460.04 ,365.91 ,501.76 ,262.14 ,112.31 ,528.65 ,558.31 ,465.23 ,408.96 ,405.13 ,758.42 ,37.56455419,126.9756136,31,1,0,1,0,40637,3265,14592,233,6899,중구,1714650,38,1296.5
866,867,2020,8,천호대로,0.024419355,0.015419355,0.322580645,0.003,26.48387097,14.93548387,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),1,1039.02 ,577.24 ,709.62 ,967.24 ,1120.39 ,932.25 ,891.52 ,1198.87 ,930.39 ,500.25 ,826.13 ,1047.71 ,1109.20 ,1052.54 ,1116.50 ,1808.04 ,37.53415608,127.1393358,20,1,0,1,0,128046,4482,17050,328,15378,강동구,940722,39,1487.5
867,868,2020,8,한강대로,0.020709677,0.011870968,0.364516129,0.003516129,31.53333333,18.90322581,서울 용산구 한강대로 405 (서울역 앞),2,461.41 ,228.01 ,509.54 ,719.35 ,712.36 ,589.10 ,442.01 ,633.68 ,472.99 ,231.49 ,598.89 ,778.45 ,660.09 ,540.25 ,525.66 ,1070.83 ,37.5548376,126.9717326,26,1,0,1,0,67984,2344,16475,119,6783,용산구,1065879,34,1191.5
868,869,2020,8,행주,0.023322581,0.013290323,0.519354839,0.00316129,21.41935484,12.16129032,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),1,1166.00 ,1249.00 ,1616.00 ,2152.00 ,2660.00 ,2658.00 ,2090.00 ,1349.00 ,1180.00 ,1161.00 ,1341.00 ,1702.00 ,2059.00 ,2200.00 ,1967.00 ,1785.00 ,37.60908701,126.7863203,19,0,1,0,1,0,0,0,0,0,고촌읍,,,
869,870,2020,8,홍릉로,0.023774194,0.015258065,0.351612903,0.002935484,23.61290323,14.80645161,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),1,769.31 ,387.13 ,987.35 ,829.69 ,925.80 ,811.32 ,718.53 ,1170.53 ,710.20 ,359.55 ,1323.26 ,851.43 ,825.08 ,841.45 ,855.22 ,1899.27 ,37.58045291,127.0443683,14,0,0,1,0,82013,3482,23879,198,12647,동대문구,481487,35,1533.5
870,871,2020,8,화랑로,0.019107143,0.018958333,0.342857143,0.002892857,23.17857143,12.75,서울 노원구 화랑로 429 태능입구역 8번 출구,1,1091.01 ,726.94 ,959.45 ,818.24 ,986.92 ,1076.80 ,887.82 ,1290.63 ,1016.68 ,662.11 ,1073.33 ,896.23 ,1097.94 ,1199.00 ,1125.50 ,2289.80 ,37.6177942,127.0751588,19,1,0,1,0,134045,5265,15054,367,13118,노원구,459240,39,1741
871,872,2020,9,강남구,0.0174,0.0282,0.39,0.0029,18.36666667,12,서울 강남구 학동로 426 강남구청 별관 1동,1,1037.58 ,676.83 ,788.48 ,1118.66 ,1350.65 ,1114.65 ,693.42 ,1042.98 ,975.70 ,623.22 ,1004.70 ,1229.65 ,1368.28 ,980.25 ,867.43 ,1581.53 ,37.51796816,127.0470598,29,1,0,1,0,213664,5538,18005,414,15800,강남구,3854409,34,501.5
872,873,2020,9,강남대로,0.0264,0.018366667,0.643333333,0.003,18.16666667,11.23333333,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),1,1018.44 ,565.58 ,720.54 ,936.38 ,1216.48 ,1009.77 ,695.29 ,1054.23 ,1040.43 ,591.48 ,831.53 ,1051.42 ,1265.41 ,952.62 ,842.14 ,1598.45 ,37.48182784,127.0359572,28,1,1,1,0,159315,4631,12454,376,16602,서초구,2263294,18,333
873,874,2020,9,강동구,0.0151,0.023066667,0.363333333,0.0021,19.06666667,12.1,서울 강동구 구천면로 42길 59 천호1동 주민센터,1,1058.93 ,591.97 ,690.90 ,970.18 ,1138.70 ,939.50 ,888.22 ,1191.41 ,949.76 ,511.95 ,823.25 ,1061.83 ,1127.85 ,1057.95 ,1115.60 ,1804.14 ,37.54500381,127.1368198,27,0,0,1,0,128526,4514,17123,339,15335,강동구,940722,22,318.5
874,875,2020,9,강변북로,0.023066667,0.024033333,0.55,0.0032,17.13333333,10.46666667,서울 성동구 강변북로 257 한강사업본부 옆,1,670.28 ,283.33 ,802.26 ,832.21 ,789.87 ,666.57 ,551.34 ,744.88 ,613.86 ,267.53 ,1014.26 ,904.33 ,747.21 ,656.51 ,654.90 ,1227.15 ,37.53896166,127.0416039,16,1,1,1,1,91024,3536,20118,212,10641,성동구,793217,19,270.5
875,876,2020,9,강북구,0.009066667,0.026533333,0.353333333,0.002366667,22.06666667,11.8,서울 강북구 삼양로 139길 49 우이동 주민센터,1,743.28 ,408.05 ,699.13 ,739.38 ,849.93 ,875.55 ,773.86 ,1415.31 ,698.54 ,384.60 ,979.23 ,732.10 ,844.03 ,997.33 ,983.80 ,2306.50 ,37.64793425,127.0118697,43,0,1,1,0,63212,3604,22255,178,8997,강북구,279039,9,133.5
876,877,2020,9,강서구,0.0163,0.0304,0.253333333,0.0037,19.6,11.9,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,2,1097.47 ,501.00 ,687.39 ,1191.48 ,1149.83 ,875.33 ,787.93 ,1180.71 ,998.88 ,445.47 ,905.91 ,1263.21 ,1106.95 ,923.42 ,1023.02 ,1804.99 ,37.54466973,126.8351791,20,0,0,1,0,175995,7165,19204,474,20995,강서구,961293,21,293.5
877,878,2020,9,공항대로,0.01875,0.019,0.35,0.004,19,9.75,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,1,1097.47 ,501.00 ,687.39 ,1191.48 ,1149.83 ,875.33 ,787.93 ,1180.71 ,998.88 ,445.47 ,905.91 ,1263.21 ,1106.95 ,923.42 ,1023.02 ,1804.99 ,37.55964945,126.8287913,9,1,0,1,0,175995,7165,19204,474,20995,강서구,961293,21,293.5
878,879,2020,9,관악구,0.0187,0.028133333,0.41,0.0027,20.5,9.9,서울 관악구 신림동길 14 신림동 주민센터,1,626.15 ,311.44 ,1026.37 ,1382.12 ,957.46 ,751.77 ,599.11 ,1016.68 ,605.25 ,293.87 ,1354.05 ,1182.40 ,826.85 ,757.38 ,768.04 ,1484.05 ,37.487396,126.9271139,20,0,0,1,0,103169,4346,25101,280,12136,관악구,468992,20,337.5
879,880,2020,9,관악산,0.010166667,0.042066667,0.426666667,0.002633333,18.54545455,6.3,과천시 자하동길 64 (관악산 중계소),2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,37.44112664,126.9644471,588,0,1,0,0,0,0,0,0,0,관악구,468992,20,337.5
880,881,2020,9,광진구,0.011733333,0.021481481,0.41,0.0029,17.93333333,8.866666667,서울 광진구 광나루로 571 구의 아리수정수센터,1,779.33 ,422.89 ,839.23 ,1035.32 ,965.96 ,898.68 ,732.08 ,981.91 ,792.22 ,436.35 ,1077.90 ,1124.37 ,973.15 ,943.10 ,888.77 ,1499.66 ,37.54594731,127.0929507,40,0,1,1,0,83129,3176,18646,287,12302,광진구,497479,9,155.5
881,882,2020,9,구로구,0.011882353,0.026533333,0.293333333,0.0025,19.68965517,8.9,서울 구로구 가마산로 27길 45 구로고등학교,1,936.47 ,414.12 ,662.77 ,1151.65 ,1182.15 ,938.77 ,799.10 ,1115.17 ,962.34 ,419.28 ,849.57 ,1102.71 ,990.76 ,925.68 ,956.03 ,1614.85 ,37.49884008,126.8903092,10,0,0,1,0,121828,5840,15921,409,17263,구로구,620685,11,177.5
882,883,2020,9,금천구,0.0161,0.0252,0.376666667,0.0019,21,13.16666667,서울 금천구 금하로21길 20 시흥5동 주민센터,1,579.16 ,280.11 ,491.36 ,830.93 ,760.27 ,701.88 ,648.50 ,851.97 ,591.87 ,293.77 ,595.96 ,767.43 ,669.18 ,746.03 ,731.12 ,1285.68 ,37.45233457,126.9080537,25,0,0,1,0,71059,3957,11900,176,13136,금천구,508376,21,322
883,884,2020,9,남산,0.016833333,0.031833333,0.39,0.001966667,15.4,8.166666667,서울 용산구 남산공원길 103 (서울타워 별관 2층),2,462.79 ,229.48 ,496.09 ,703.55 ,713.25 ,593.29 ,444.76 ,631.06 ,474.01 ,232.79 ,581.12 ,763.90 ,663.52 ,546.49 ,525.35 ,1063.56 ,37.5511821,126.9876498,260,0,1,0,0,68732,2337,16637,121,6764,용산구,1065879,16,271.5
884,885,2020,9,노원구,0.0142,0.027633333,0.379310345,0.002666667,18.73333333,10.93333333,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),1,1117.10 ,745.68 ,999.25 ,822.18 ,1004.04 ,1091.49 ,892.66 ,1298.03 ,1045.36 ,680.42 ,1099.91 ,911.30 ,1123.11 ,1211.22 ,1134.39 ,2274.91 ,37.65748313,127.0678641,30,0,0,1,0,134014,5220,15175,371,13030,노원구,459240,22,405
885,886,2020,9,도봉구,0.009566667,0.0293,0.24,0.002866667,12.46666667,8.133333333,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,1,733.84 ,406.27 ,657.37 ,629.62 ,737.07 ,745.57 ,745.06 ,1166.12 ,673.67 ,373.91 ,743.11 ,691.18 ,730.71 ,872.35 ,919.62 ,1799.19 ,37.6542176,127.0290801,67,0,1,0,0,81620,3502,14953,265,10738,도봉구,286797,9,143.5
886,887,2020,9,도산대로,0.021966667,0.020566667,0.586666667,0.0028,21.7,8.466666667,서울 강남구 도산대로 104 신사역2번출구 앞,1,1037.58 ,676.83 ,788.48 ,1118.66 ,1350.65 ,1114.65 ,693.42 ,1042.98 ,975.70 ,623.22 ,1004.70 ,1229.65 ,1368.28 ,980.25 ,867.43 ,1581.53 ,37.51607746,127.0203412,24,1,0,1,0,213664,5538,18005,414,15800,강남구,3854409,34,501.5
887,888,2020,9,동대문구,0.016966667,0.0295,0.393333333,0.00226087,18.43333333,11.06666667,서울 동대문구 천호대로13길 43 용두초등학교,1,778.11 ,391.28 ,1012.33 ,832.41 ,932.74 ,819.59 ,717.89 ,1156.66 ,718.55 ,364.13 ,1353.60 ,858.24 ,840.32 ,847.94 ,850.63 ,1886.52 ,37.57640498,127.028382,18,1,0,1,0,81809,3470,23978,202,12615,동대문구,481487,20,297.5
888,889,2020,9,동작구,0.016833333,0.0258,0.335714286,0.002733333,23.56666667,11.63333333,서울 동작구 사당로16아길 6 사당4동 주민센터,1,886.57 ,420.64 ,907.17 ,1087.66 ,998.83 ,848.54 ,721.27 ,1149.87 ,865.48 ,395.92 ,1183.65 ,1094.34 ,980.39 ,927.75 ,946.13 ,1844.38 ,37.48097575,126.9716337,26,0,0,1,0,93856,3030,15499,367,8543,동작구,555482,20,319.5
889,890,2020,9,동작대로,0.0315,0.01825,0.3,0.0025,16.25,5.5,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,2,886.57 ,420.64 ,907.17 ,1087.66 ,998.83 ,848.54 ,721.27 ,1149.87 ,865.48 ,395.92 ,1183.65 ,1094.34 ,980.39 ,927.75 ,946.13 ,1844.38 ,37.48945977,126.9824745,12,1,0,1,0,93856,3030,15499,367,8543,동작구,555482,20,319.5
890,891,2020,9,마포구,0.018033333,0.0259,0.4,0.002333333,18.76666667,10.63333333,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,1,888.47 ,498.55 ,915.83 ,1091.28 ,1152.12 ,885.25 ,633.58 ,914.36 ,836.48 ,473.32 ,1383.79 ,1312.81 ,1194.57 ,896.58 ,773.18 ,1563.38 ,37.55558837,126.9055913,8,0,0,1,0,103095,3783,17557,302,11953,마포구,940644,18,295.5
891,892,2020,9,마포아트센터,0.014133333,0.035433333,0.243333333,0.002533333,18.7,8.666666667,서울 마포구 대흥로20길 28 (마포아트센터),2,888.47 ,498.55 ,915.83 ,1091.28 ,1152.12 ,885.25 ,633.58 ,914.36 ,836.48 ,473.32 ,1383.79 ,1312.81 ,1194.57 ,896.58 ,773.18 ,1563.38 ,37.54990609,126.9455338,17,1,0,1,0,103095,3783,17557,302,11953,마포구,940644,18,295.5
892,893,2020,9,북한산,0.006566667,0.0295,0.31,0.0019,14.73333333,9.666666667,서울 강북구 삼양로 181길 387 (우이령 전경대 위),1,743.28 ,408.05 ,699.13 ,739.38 ,849.93 ,875.55 ,773.86 ,1415.31 ,698.54 ,384.60 ,979.23 ,732.10 ,844.03 ,997.33 ,983.80 ,2306.50 ,37.67901408,127.002294,114,0,1,0,0,63212,3604,22255,178,8997,강북구,279039,9,133.5
893,894,2020,9,서대문구,0.0109,0.028,0.32,0.002733333,14.16666667,8.933333333,서울 서대문구 세검정로4길 32 (홍제3동 주민센터),1,858.16 ,408.40 ,892.43 ,918.94 ,966.54 ,856.73 ,693.54 ,1054.52 ,845.19 ,412.23 ,1412.11 ,1046.92 ,953.61 ,906.95 ,864.06 ,1752.68 ,37.59376657,126.9496911,44,0,0,1,0,77548,3125,15100,291,8259,서대문구,484284,9,167
894,895,2020,9,서울숲,0.012266667,0.020466667,0.353333333,0.0031,18.06666667,7.9,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),1,670.28 ,283.33 ,802.26 ,832.21 ,789.87 ,666.57 ,551.34 ,744.88 ,613.86 ,267.53 ,1014.26 ,904.33 ,747.21 ,656.51 ,654.90 ,1227.15 ,37.54307015,127.0417991,12,0,1,0,0,91024,3536,20118,212,10641,성동구,793217,19,270.5
895,896,2020,9,서초구,0.019366667,0.026733333,0.263333333,0.002566667,20.1,7.5,서울 서초구 신반포로15길 16 반포 2동 주민센터,1,1018.44 ,565.58 ,720.54 ,936.38 ,1216.48 ,1009.77 ,695.29 ,1054.23 ,1040.43 ,591.48 ,831.53 ,1051.42 ,1265.41 ,952.62 ,842.14 ,1598.45 ,37.50458542,126.9944717,10,0,0,1,0,159315,4631,12454,376,16602,서초구,2263294,18,333
896,897,2020,9,성동구,0.015633333,0.027633333,0.346666667,0.003266667,18.6,11.7,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,1,670.28 ,283.33 ,802.26 ,832.21 ,789.87 ,666.57 ,551.34 ,744.88 ,613.86 ,267.53 ,1014.26 ,904.33 ,747.21 ,656.51 ,654.90 ,1227.15 ,37.54203238,127.0496885,11,0,0,1,0,91024,3536,20118,212,10641,성동구,793217,19,270.5
897,898,2020,9,성북구,0.020166667,0.025466667,0.333333333,0.0025,19.33333333,9.533333333,서울 성북구 삼양로2길 70 길음2동 주민센터,1,841.67 ,469.00 ,824.78 ,690.04 ,788.32 ,765.37 ,627.22 ,1015.63 ,832.07 ,455.90 ,1115.04 ,765.94 ,847.04 ,827.10 ,773.95 ,1705.09 ,37.60681328,127.0272803,34,1,0,1,0,104301,4828,26722,192,10901,성북구,522469,20,305
898,899,2020,9,세곡,0.0274,0.017233333,0.53,0.002866667,19.96666667,9.766666667,서울 강남구 밤고개로 337 (세곡사거리),1,1037.58 ,676.83 ,788.48 ,1118.66 ,1350.65 ,1114.65 ,693.42 ,1042.98 ,975.70 ,623.22 ,1004.70 ,1229.65 ,1368.28 ,980.25 ,867.43 ,1581.53 ,37.46408289,127.1090843,23,1,0,0,0,213664,5538,18005,414,15800,강남구,3854409,34,501.5
899,900,2020,9,송파구,0.019266667,0.026166667,0.386666667,0.002966667,19.43333333,11.4,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),1,1162.13 ,607.17 ,710.20 ,1076.04 ,1213.34 ,979.01 ,800.93 ,1036.73 ,1138.22 ,602.24 ,894.12 ,1219.74 ,1215.94 ,1039.86 ,1026.87 ,1537.08 ,37.50272901,127.0925211,14,1,0,1,0,207791,6585,21148,496,30732,송파구,1679802,23,304
900,901,2020,9,시흥대로,0.0368,0.019333333,0.61,0.003433333,25.56666667,13.86666667,서울 금천구 독산동 996-9 한양수자인아파트 앞,2,579.16 ,280.11 ,491.36 ,830.93 ,760.27 ,701.88 ,648.50 ,851.97 ,591.87 ,293.77 ,595.96 ,767.43 ,669.18 ,746.03 ,731.12 ,1285.68 ,37.47496364,126.8986765,26,1,0,1,0,71059,3957,11900,176,13136,금천구,508376,21,322
901,902,2020,9,신촌로,0.029766667,0.0207,0.516666667,0.003133333,23.96666667,13.63333333,서울 마포구 노고산동 57-62 (신촌역 7번 출구),1,888.47 ,498.55 ,915.83 ,1091.28 ,1152.12 ,885.25 ,633.58 ,914.36 ,836.48 ,473.32 ,1383.79 ,1312.81 ,1194.57 ,896.58 ,773.18 ,1563.38 ,37.55517177,126.9361424,18,1,0,1,0,103095,3783,17557,302,11953,마포구,940644,18,295.5
902,903,2020,9,양천구,0.0168,0.028933333,0.39,0.002933333,21.86666667,11.93333333,서울 양천구 중앙로52길 56 신정4동 문화센터,1,945.98 ,635.28 ,573.25 ,687.02 ,905.04 ,823.75 ,647.46 ,880.61 ,892.02 ,588.85 ,682.18 ,783.09 ,968.17 ,875.64 ,807.83 ,1412.87 ,37.52597518,126.8566021,13,0,0,1,0,131086,4826,20293,611,15063,양천구,647109,20,339.5
